iter	Precision_SumError	Precision_SumWeight	Recall_SumError	Recall_SumWeight	F1_TP	F1_TP+FP	F1_TP+FN
855	266	296	266	340	266	296	340
856	268	299	268	340	268	299	340
857	268	299	268	340	268	299	340
858	268	299	268	340	268	299	340
859	266	296	266	340	266	296	340
860	266	296	266	340	266	296	340
861	266	296	266	340	266	296	340
862	268	299	268	340	268	299	340
863	266	296	266	340	266	296	340
864	268	299	268	340	268	299	340
865	268	299	268	340	268	299	340
866	268	299	268	340	268	299	340
867	266	296	266	340	266	296	340
868	266	296	266	340	266	296	340
869	263	293	263	340	263	293	340
870	263	293	263	340	263	293	340
871	263	293	263	340	263	293	340
872	263	293	263	340	263	293	340
873	266	296	266	340	266	296	340
874	266	296	266	340	266	296	340
875	266	296	266	340	266	296	340
876	266	296	266	340	266	296	340
877	266	296	266	340	266	296	340
878	266	296	266	340	266	296	340
879	261	290	261	340	261	290	340
880	263	293	263	340	263	293	340
881	263	293	263	340	263	293	340
882	263	293	263	340	263	293	340
883	266	296	266	340	266	296	340
884	266	296	266	340	266	296	340
885	266	296	266	340	266	296	340
886	266	296	266	340	266	296	340
887	266	296	266	340	266	296	340
888	263	293	263	340	263	293	340
889	266	296	266	340	266	296	340
890	266	296	266	340	266	296	340
891	266	296	266	340	266	296	340
892	266	296	266	340	266	296	340
893	266	296	266	340	266	296	340
894	266	296	266	340	266	296	340
895	268	299	268	340	268	299	340
896	268	299	268	340	268	299	340
897	268	299	268	340	268	299	340
898	268	299	268	340	268	299	340
899	268	299	268	340	268	299	340
900	268	299	268	340	268	299	340
901	268	299	268	340	268	299	340
902	268	299	268	340	268	299	340
903	268	299	268	340	268	299	340
904	268	299	268	340	268	299	340
905	268	299	268	340	268	299	340
906	268	299	268	340	268	299	340
907	268	299	268	340	268	299	340
908	268	299	268	340	268	299	340
909	268	299	268	340	268	299	340
910	268	299	268	340	268	299	340
911	268	299	268	340	268	299	340
912	268	299	268	340	268	299	340
913	264	293	264	340	264	293	340
914	264	293	264	340	264	293	340
915	264	293	264	340	264	293	340
916	266	296	266	340	266	296	340
917	266	296	266	340	266	296	340
918	266	296	266	340	266	296	340
919	263	293	263	340	263	293	340
920	263	293	263	340	263	293	340
921	263	293	263	340	263	293	340
922	263	293	263	340	263	293	340
923	263	293	263	340	263	293	340
924	263	293	263	340	263	293	340
925	263	293	263	340	263	293	340
926	266	296	266	340	266	296	340
927	263	293	263	340	263	293	340
928	263	293	263	340	263	293	340
929	263	293	263	340	263	293	340
930	263	293	263	340	263	293	340
931	263	293	263	340	263	293	340
932	263	293	263	340	263	293	340
933	263	293	263	340	263	293	340
934	266	296	266	340	266	296	340
935	266	296	266	340	266	296	340
936	266	296	266	340	266	296	340
937	266	296	266	340	266	296	340
938	266	296	266	340	266	296	340
939	266	296	266	340	266	296	340
940	266	296	266	340	266	296	340
941	266	296	266	340	266	296	340
942	266	296	266	340	266	296	340
943	266	296	266	340	266	296	340
944	266	296	266	340	266	296	340
945	266	296	266	340	266	296	340
946	266	296	266	340	266	296	340
947	266	296	266	340	266	296	340
948	266	296	266	340	266	296	340
949	266	296	266	340	266	296	340
950	266	296	266	340	266	296	340
951	266	296	266	340	266	296	340
952	266	296	266	340	266	296	340
953	266	296	266	340	266	296	340
954	266	296	266	340	266	296	340
955	266	296	266	340	266	296	340
956	265	295	265	340	265	295	340
957	266	296	266	340	266	296	340
958	267	297	267	340	267	297	340
959	267	297	267	340	267	297	340
960	267	297	267	340	267	297	340
961	267	297	267	340	267	297	340
962	267	297	267	340	267	297	340
963	267	297	267	340	267	297	340
964	267	297	267	340	267	297	340
965	267	297	267	340	267	297	340
966	267	297	267	340	267	297	340
967	267	297	267	340	267	297	340
968	267	297	267	340	267	297	340
969	267	297	267	340	267	297	340
970	267	297	267	340	267	297	340
971	267	297	267	340	267	297	340
972	266	296	266	340	266	296	340
973	266	296	266	340	266	296	340
974	266	296	266	340	266	296	340
975	266	296	266	340	266	296	340
976	266	296	266	340	266	296	340
977	266	296	266	340	266	296	340
978	266	296	266	340	266	296	340
979	266	296	266	340	266	296	340
980	266	296	266	340	266	296	340
981	266	296	266	340	266	296	340
982	266	296	266	340	266	296	340
983	266	296	266	340	266	296	340
984	266	296	266	340	266	296	340
985	266	296	266	340	266	296	340
986	266	296	266	340	266	296	340
987	266	296	266	340	266	296	340
988	266	296	266	340	266	296	340
989	266	296	266	340	266	296	340
990	266	296	266	340	266	296	340
991	266	296	266	340	266	296	340
992	266	296	266	340	266	296	340
993	266	296	266	340	266	296	340
994	266	296	266	340	266	296	340
995	266	296	266	340	266	296	340
996	266	296	266	340	266	296	340
997	266	296	266	340	266	296	340
998	266	296	266	340	266	296	340
999	266	296	266	340	266	296	340
