iter	Passed	Remaining
398	96455	266159
399	96915	266518
400	97227	266467
401	97597	266573
402	97952	266636
403	98196	266394
404	98409	266071
405	98698	265952
406	98918	265646
407	99292	265754
408	99548	265544
409	99807	265341
410	100031	265048
411	100405	265148
412	100732	265125
413	100933	264767
414	101143	264434
415	101565	264657
416	101780	264336
417	102005	264042
418	102222	263729
419	102429	263390
420	102778	263415
421	102992	263095
422	103212	262788
423	103494	262642
424	103913	262841
425	104188	262672
426	104410	262370
427	104664	262149
428	105036	262224
429	105257	261920
430	105462	261575
431	105723	261372
432	106145	261563
433	106340	261196
434	106689	261205
435	106930	260950
436	107318	261051
437	107664	261050
438	107913	260812
439	108119	260469
440	108495	260537
441	108721	260242
442	109059	260216
443	109330	260030
444	109752	260199
445	109955	259848
446	110294	259820
447	110715	259984
448	111030	259894
449	111370	259863
450	111657	259708
451	112031	259753
452	112299	259553
453	112577	259375
454	112808	259087
455	113361	259537
456	113665	259415
457	113970	259295
458	114347	259336
459	114589	259073
460	114843	258834
461	115074	258543
462	115300	258242
463	115654	258229
464	115869	257902
465	116131	257682
466	116382	257437
467	116772	257497
468	116992	257183
469	117244	256940
470	117467	256633
471	117969	256933
472	118209	256663
473	118492	256483
474	118766	256285
475	119139	256301
476	119362	255992
477	119648	255818
478	119898	255566
479	120321	255683
480	120564	255415
481	120824	255184
482	121046	254873
483	121485	255019
484	121700	254692
485	121976	254493
486	122202	254190
487	122566	254174
488	122797	253882
489	123014	253560
490	123269	253316
491	123488	253001
492	123878	253033
493	124092	252707
494	124355	252479
495	124624	252264
496	125070	252405
497	125283	252075
498	125564	251884
499	125800	251600
500	126197	251639
501	126449	251388
502	126773	251278
503	127046	251068
504	127437	251090
505	127641	250741
506	127915	250533
507	128131	250208
508	128605	250389
509	128829	250081
510	129099	249862
511	129306	249520
512	129671	249484
513	129913	249211
514	130136	248902
515	130413	248695
516	130633	248379
517	131100	248534
518	131439	248443
519	131715	248232
520	132185	248387
521	132420	248098
522	132648	247796
523	132891	247522
524	133270	247502
525	133528	247255
526	133769	246979
527	134091	246850
528	134580	247028
529	134834	246772
530	135165	246657
531	135393	246354
532	135807	246389
533	136023	246064
534	136281	245815
535	136662	245789
536	137086	245836
537	137306	245517
538	137572	245282
539	137815	245006
540	138282	245125
541	138537	244869
542	138747	244533
543	138967	244214
544	139261	244027
545	139541	243814
546	139756	243487
547	139966	243153
548	140186	242837
549	140599	242854
550	140820	242539
551	141033	242210
552	141247	241883
553	141604	241800
554	141957	241710
555	142172	241385
556	142419	241116
557	142642	240804
558	143093	240877
559	143326	240583
560	143590	240340
561	143815	240033
562	144212	240012
563	144470	239759
564	144677	239422
565	144887	239090
566	145290	239076
567	145570	238858
568	145814	238582
569	146030	238261
570	146279	237992
571	146765	238109
572	147087	237957
573	147420	237824
574	147918	237955
575	148129	237625
576	148360	237325
577	148613	237060
578	149000	237010
579	149236	236719
580	149491	236458
581	149705	236133
582	149910	235793
583	150300	235745
584	150560	235491
585	150777	235172
586	150992	234849
587	151433	234875
588	151669	234586
589	151891	234273
590	152102	233943
591	152340	233657
592	152803	233714
593	153024	233401
594	153243	233083
595	153517	232852
596	154039	232994
597	154262	232683
598	154521	232426
599	154744	232117
600	155130	232051
601	155467	231910
602	155687	231595
603	155902	231272
604	156257	231157
605	156503	230881
606	156775	230642
607	156994	230328
608	157207	230003
609	157690	230072
610	157902	229746
611	158111	229416
612	158312	229075
613	158701	229005
614	158943	228723
615	159153	228395
616	159413	228139
617	159632	227825
618	160125	227900
619	160462	227752
620	160677	227432
621	160890	227108
622	161307	227073
623	161523	226754
624	161739	226435
625	161947	226105
626	162154	225774
627	162570	225734
628	162782	225411
629	162996	225090
630	163208	224767
631	163734	224875
632	163968	224582
633	164177	224255
634	164437	223997
635	164651	223676
636	165067	223630
637	165280	223310
638	165599	223131
639	165815	222814
640	166325	222892
641	166602	222655
642	166818	222338
643	167073	222072
644	167585	222148
645	167799	221827
646	168014	221508
647	168232	221194
648	168750	221274
649	168982	220976
650	169190	220648
651	169443	220380
652	169656	220059
653	170076	220006
654	170308	219710
655	170607	219501
656	170820	219180
657	171313	219219
658	171521	218891
659	171735	218572
660	171944	218247
661	172158	217928
662	172593	217889
663	172799	217561
664	172998	217224
665	173216	216910
666	173672	216895
667	173926	216626
668	174143	216312
669	174394	216041
670	174610	215725
671	175106	215756
672	175359	215486
673	175577	215173
674	175791	214855
675	176218	214798
676	176521	214589
677	176736	214273
678	176941	213945
679	177272	213769
680	177753	213774
681	177966	213455
682	178172	213128
683	178436	212872
684	178893	212843
685	179109	212529
686	179381	212281
687	179618	211991
688	180138	212034
689	180403	211778
690	180673	211526
691	180944	211276
692	181419	211262
693	181648	210963
694	181873	210658
695	182094	210350
696	182638	210414
697	182860	210106
698	183075	209790
699	183367	209562
700	183801	209496
701	184041	209210
702	184341	208990
703	184578	208699
704	185003	208621
705	185323	208423
706	185559	208131
707	185777	207818
708	185994	207505
709	186490	207503
710	186732	207217
711	186952	206908
712	187189	206617
713	187764	206698
714	187981	206384
715	188252	206130
716	188553	205909
717	189019	205867
718	189265	205586
719	189528	205322
720	189775	205041
721	190302	205062
722	190578	204812
723	190788	204491
724	191032	204207
725	191590	204257
726	191840	203978
727	192058	203666
728	192341	203423
729	192862	203430
730	193253	203299
731	193618	203140
732	194305	203318
733	194539	203020
734	194767	202717
735	194998	202416
736	195503	202400
737	195733	202099
738	195951	201784
739	196166	201468
740	196817	201598
741	197041	201290
742	197295	201013
743	197511	200697
744	197749	200403
745	198207	200332
746	198493	200088
747	198707	199769
748	198927	199458
749	199557	199557
750	199812	199280
751	200039	198975
752	200593	198995
753	200835	198704
754	201064	198401
755	201312	198117
756	201538	197811
757	202024	197760
758	202349	197550
759	202589	197257
760	202962	197095
761	203297	196894
762	203523	196587
763	203755	196287
764	203979	195980
765	204526	195982
766	204737	195662
767	204966	195358
768	205236	195094
769	205685	195000
770	205930	194712
771	206206	194453
772	206437	194152
773	206880	194050
774	207166	193800
775	207398	193500
776	207609	193181
777	207825	192866
778	208405	192889
779	208616	192569
780	208828	192250
781	209085	191973
782	209415	191763
783	209749	191556
784	209961	191238
785	210206	190950
786	210424	190638
787	210961	190614
788	211178	190301
789	211391	189984
790	211611	189674
791	211817	189351
792	212357	189327
793	212644	189076
794	212926	188822
795	213481	188807
796	213744	188535
797	213955	188216
798	214211	187938
799	214435	187630
800	214903	187537
801	215158	187257
802	215373	186942
803	215590	186630
804	216108	186578
805	216417	186344
806	216627	186026
807	216837	185707
808	217248	185560
809	217607	185369
810	217852	185080
811	218122	184813
812	218448	184592
813	218890	184470
814	219156	184198
815	219381	183893
816	219607	183588
817	220097	183504
818	220314	183192
819	220522	182872
820	220726	182549
821	221041	182319
822	221486	182194
823	221700	181880
824	221941	181588
825	222178	181293
826	222648	181187
827	222926	180925
828	223153	180622
829	223371	180311
830	223890	180243
831	224135	179955
832	224368	179656
833	224576	179338
834	224784	179019
835	225432	179051
836	225734	178807
837	226094	178608
838	226572	178503
839	226809	178207
840	227145	177989
841	227391	177699
842	227980	177678
843	228221	177385
844	228428	177065
845	228632	176744
846	228843	176428
847	229408	176384
848	229804	176210
849	230145	175993
850	230716	175951
851	230968	175666
852	231254	175406
853	231513	175126
854	232069	175070
855	232347	174803
856	232634	174543
857	232863	174240
858	233466	174216
859	233711	173925
860	233991	173658
861	234202	173342
862	234820	173326
863	235108	173065
864	235398	172807
865	235652	172521
866	236119	172391
867	236351	172089
868	236650	171837
869	236897	171546
870	237369	171418
871	237598	171114
872	237879	170848
873	238105	170542
874	238611	170436
875	238898	170174
876	239186	169912
877	239521	169683
878	240000	169556
879	240255	169271
880	240507	168983
881	240731	168675
882	241350	168644
883	241577	168339
884	241918	168113
885	242153	167812
886	242688	167720
887	243066	167519
888	243372	167267
889	244042	167265
890	244389	167040
891	244681	166778
892	245207	166675
893	245463	166388
894	245701	166088
895	245963	165805
896	246492	165702
897	246748	165415
898	246962	165099
899	247262	164841
900	247517	164553
901	248064	164459
902	248276	164143
903	248636	163924
904	248881	163629
905	249372	163496
906	249611	163196
907	249885	162921
908	250123	162621
909	250767	162585
910	251007	162287
911	251291	162017
912	251583	161751
913	252157	161667
914	252389	161363
915	252680	161097
916	253253	161010
917	253512	160723
918	253768	160434
919	254051	160162
920	254482	159984
921	254842	159759
922	255082	159460
923	255521	159285
924	256127	159214
925	256445	158963
926	256762	158710
927	257092	158466
928	257594	158327
929	257826	158022
930	258231	157823
931	259058	157881
932	259315	157590
933	259734	157398
934	260367	157334
935	260753	157120
936	261166	156922
937	262171	157079
938	262486	156821
939	263164	156778
940	263473	156516
941	263835	156284
942	264219	156065
943	264858	155996
944	265175	155737
945	265473	155467
946	266162	155425
947	266419	155130
948	266722	154862
949	266990	154573
950	267484	154415
951	267710	154102
952	268070	153866
953	268479	153658
954	268955	153487
955	269271	153225
956	269510	152919
957	270101	152812
958	270411	152547
959	270738	152290
960	270978	151984
961	271520	151848
962	271735	151528
963	272052	151265
964	272270	150947
965	272877	150845
966	273112	150536
967	273332	150219
968	273601	149930
969	274119	149776
970	274438	149513
971	274689	149213
972	274948	148918
973	275292	148669
974	275698	148453
975	275942	148149
976	276227	147868
977	276429	147542
978	277014	147420
979	277231	147102
980	277508	146816
981	277735	146504
982	278329	146385
983	278555	146071
984	278789	145762
985	279137	145514
986	279666	145358
987	279906	145052
988	280128	144737
989	280438	144468
990	281064	144361
991	281325	144065
992	281598	143776
993	281824	143463
994	282407	143332
995	282672	143039
996	282890	142722
997	283162	142432
998	283525	142188
999	283989	141994
1000	284235	141691
1001	284532	141414
1002	285205	141323
1003	285485	141036
1004	285911	140822
1005	286560	140716
1006	286790	140404
1007	287041	140103
1008	287403	139856
1009	287946	139696
1010	288203	139398
1011	288452	139095
1012	288699	138792
1013	289266	138642
1014	289524	138344
1015	289759	138035
1016	290281	137862
1017	290951	137759
1018	291289	137497
1019	291576	137212
1020	292198	137084
1021	292540	136824
1022	292901	136572
1023	293649	136500
1024	293900	136197
1025	294109	135874
1026	294470	135622
1027	295193	135536
1028	295517	135265
1029	295865	135006
1030	296439	134849
1031	296732	134564
1032	297021	134278
1033	297312	133991
1034	297992	133880
1035	298308	133605
1036	298757	133389
1037	299416	133266
1038	299675	132964
1039	299940	132666
1040	300165	132349
1041	300721	132179
1042	301072	131917
1043	301333	131616
1044	301564	131303
1045	302320	131217
1046	302616	130931
1047	302967	130668
1048	303655	130551
1049	303911	130247
1050	304172	129946
1051	304437	129646
1052	305090	129511
1053	305522	129281
1054	305851	129008
1055	306428	128839
1056	306709	128545
1057	306973	128244
1058	307298	127968
1059	307936	127822
1060	308167	127507
1061	308404	127195
1062	308668	126893
1063	309277	126734
1064	309529	126427
1065	309765	126114
1066	310038	125816
1067	310395	125553
1068	310816	125315
1069	311049	125001
1070	311330	124706
1071	311546	124386
1072	312195	124238
1073	312427	123923
1074	312843	123682
1075	313613	123579
1076	313881	123279
1077	314092	122956
1078	314428	122682
1079	315069	122527
1080	315315	122217
1081	315667	121949
1082	316360	121812
1083	316636	121513
1084	316903	121211
1085	317177	120913
1086	317704	120710
1087	318018	120426
1088	318230	120103
1089	318593	119837
1090	319227	119673
1091	319501	119374
1092	319708	119049
1093	319991	118753
1094	320495	118539
1095	320764	118238
1096	321144	117977
1097	321924	117863
1098	322192	117560
1099	322460	117258
1100	322665	116933
1101	322878	116611
1102	323528	116446
1103	323777	116137
1104	324006	115821
1105	324241	115507
1106	324898	115343
1107	325144	115032
1108	325414	114731
1109	325632	114411
1110	325867	114097
1111	326391	113884
1112	326616	113567
1113	326830	113246
1114	327036	112922
1115	327643	112737
1116	327911	112435
1117	328125	112114
1118	328447	111830
1119	328880	111584
1120	329314	111338
1121	329552	111025
1122	329779	110709
1123	330004	110392
1124	330688	110229
1125	330924	109916
1126	331149	109599
1127	331415	109296
1128	332017	109104
1129	332302	108807
1130	332536	108493
1131	332805	108191
1132	333459	108013
1133	333740	107715
1134	333972	107400
1135	334251	107101
1136	334925	106928
1137	335143	106609
1138	335431	106313
1139	335670	106001
1140	336293	105810
1141	336560	105506
1142	336800	105194
1143	337018	104876
1144	337292	104575
1145	337936	104388
1146	338146	104067
1147	338407	103762
1148	338630	103445
1149	339189	103231
1150	339433	102921
1151	339650	102602
1152	339861	102282
1153	340073	101963
1154	340728	101776
1155	340943	101457
1156	341147	101135
1157	341423	100834
1158	342039	100634
1159	342358	100346
1160	342582	100030
1161	342801	99713
1162	343126	99426
1163	343649	99197
1164	343851	98875
1165	344092	98565
1166	344392	98271
1167	345048	98078
1168	345415	97803
1169	345670	97496
1170	346303	97296
1171	346590	96998
1172	346806	96680
1173	347016	96360
1174	347690	96169
1175	348010	95880
1176	348295	95581
1177	348599	95287
1178	349270	95094
1179	349601	94807
1180	349811	94487
1181	350034	94171
1182	350723	93980
1183	350983	93674
1184	351241	93367
1185	351465	93052
1186	351673	92732
1187	352241	92507
1188	352475	92195
1189	352682	91875
1190	352918	91563
1191	353349	91301
1192	353852	91058
1193	354097	90748
1194	354359	90443
1195	354704	90159
1196	355299	89937
1197	355520	89621
1198	355752	89308
1199	355969	88992
1200	356636	88788
1201	356954	88496
1202	357212	88189
1203	357441	87876
1204	358083	87663
1205	358340	87356
1206	358575	87044
1207	358785	86726
1208	359006	86410
1209	359631	86192
1210	359867	85880
1211	360087	85565
1212	360344	85258
1213	361003	85047
1214	361363	84764
1215	361568	84445
1216	361768	84125
1217	362410	83907
1218	362705	83609
1219	362913	83291
1220	363136	82977
1221	363377	82666
1222	364065	82457
1223	364315	82149
1224	364532	81833
1225	364743	81516
1226	365415	81302
1227	365681	80997
1228	365900	80682
1229	366121	80368
1230	366377	80061
1231	367006	79835
1232	367307	79538
1233	367532	79224
1234	367735	78906
1235	368414	78690
1236	368632	78375
1237	368846	78059
1238	369073	77746
1239	369791	77536
1240	370061	77232
1241	370302	76922
1242	370520	76608
1243	370734	76292
1244	371423	76074
1245	371645	75760
1246	371855	75444
1247	372074	75130
1248	372865	74931
1249	373153	74630
1250	373384	74318
1251	373600	74003
1252	374283	73781
1253	374544	73475
1254	374763	73161
1255	375009	72852
1256	375720	72633
1257	376047	72339
1258	376402	72051
1259	376618	71736
1260	377295	71509
1261	377581	71207
1262	377797	70893
1263	378012	70578
1264	378746	70360
1265	378993	70050
1266	379250	69743
1267	379464	69428
1268	379667	69112
1269	380370	68885
1270	380588	68571
1271	380794	68255
1272	381004	67940
1273	381682	67708
1274	382013	67414
1275	382272	67107
1276	382495	66794
1277	382870	66507
1278	383370	66243
1279	383573	65926
1280	383770	65609
1281	383976	65294
1282	384589	65047
1283	384850	64741
1284	385106	64434
1285	385426	64137
1286	386086	63897
1287	386428	63604
1288	386692	63298
1289	386908	62985
1290	387592	62747
1291	387849	62440
1292	388095	62131
1293	388368	61826
1294	388905	61564
1295	389313	61280
1296	389529	60967
1297	389749	60654
1298	389999	60346
1299	390733	60112
1300	390946	59798
1301	391212	59493
1302	391411	59177
1303	392070	58930
1304	392379	58631
1305	392637	58324
1306	392874	58014
1307	393648	57783
1308	394130	57508
1309	394395	57202
1310	394629	56891
1311	395405	56658
1312	395674	56352
1313	395943	56046
1314	396229	55743
1315	396989	55506
1316	397249	55198
1317	397523	54893
1318	397902	54602
1319	398412	54329
1320	398616	54013
1321	398830	53700
1322	399422	53437
1323	400017	53174
1324	400241	52862
1325	400470	52550
1326	400689	52237
1327	401427	51992
1328	401671	51682
1329	401922	51373
1330	402175	51065
1331	402846	50809
1332	403108	50501
1333	403314	50187
1334	403538	49875
1335	403753	49562
1336	404450	49308
1337	404683	48997
1338	404891	48683
1339	405276	48391
1340	405978	48136
1341	406209	47825
1342	406437	47513
1343	406650	47200
1344	407199	46926
1345	407578	46632
1346	407791	46319
1347	408052	46011
1348	408268	45699
1349	408956	45439
1350	409204	45130
1351	409419	44818
1352	409673	44509
1353	410232	44234
1354	410747	43954
1355	411029	43649
1356	411284	43340
1357	412074	43088
1358	412321	42779
1359	412596	42473
1360	412826	42162
1361	413479	41894
1362	413724	41584
1363	413968	41275
1364	414204	40965
1365	414934	40703
1366	415286	40404
1367	415614	40103
1368	416163	39822
1369	416758	39546
1370	417022	39238
1371	417251	38927
1372	417456	38613
1373	418205	38350
1374	418418	38038
1375	418625	37724
1376	418830	37411
1377	419561	37145
1378	419845	36839
1379	420156	36535
1380	420369	36223
1381	420763	35926
1382	421306	35641
1383	421589	35335
1384	421892	35030
1385	422460	34747
1386	422965	34459
1387	423201	34148
1388	423478	33841
1389	424212	33570
1390	424488	33263
1391	424707	32951
1392	424991	32644
1393	425555	32359
1394	425936	32059
1395	426153	31747
1396	426368	31435
1397	426583	31124
1398	427352	30852
1399	427606	30543
1400	427850	30233
1401	428105	29924
1402	428678	29637
1403	429164	29344
1404	429397	29033
1405	429645	28724
1406	430445	28451
1407	430868	28153
1408	431095	27842
1409	431323	27531
1410	432079	27253
1411	432378	26947
1412	432612	26636
1413	432885	26328
1414	433583	26045
1415	434097	25751
1416	434321	25440
1417	435058	25158
1418	435413	24854
1419	435653	24543
1420	435936	24235
1421	436659	23951
1422	436981	23645
1423	437243	23336
1424	437466	23024
1425	438213	22740
1426	438501	22432
1427	438758	22122
1428	439004	21811
1429	439460	21512
1430	440012	21216
1431	440251	20905
1432	440448	20593
1433	440659	20281
1434	441386	19993
1435	441632	19682
1436	441897	19373
1437	442116	19062
1438	442796	18770
1439	443069	18461
1440	443279	18149
1441	443488	17837
1442	443697	17526
1443	444447	17236
1444	444700	16926
1445	445026	16619
1446	445259	16308
1447	445967	16015
1448	446241	15706
1449	446452	15394
1450	446667	15083
1451	447270	14785
1452	447677	14480
1453	447993	14173
1454	448271	13864
1455	449022	13569
1456	449290	13259
1457	449510	12948
1458	449724	12637
1459	450545	12343
1460	450816	12034
1461	451034	11723
1462	451250	11412
1463	451467	11101
1464	452230	10804
1465	452482	10494
1466	452697	10183
1467	452971	9874
1468	453613	9572
1469	453922	9263
1470	454139	8953
1471	454346	8642
1472	454558	8332
1473	455306	8031
1474	455544	7721
1475	455808	7411
1476	456044	7101
1477	456629	6796
1478	457023	6489
1479	457233	6178
1480	457450	5868
1481	457660	5558
1482	458433	5255
1483	458785	4946
1484	459067	4637
1485	459289	4327
1486	460025	4021
1487	460259	3711
1488	460466	3401
1489	460733	3092
1490	461374	2784
1491	461665	2475
1492	461880	2165
1493	462097	1855
1494	462305	1546
1495	463048	1238
1496	463378	928
1497	463585	618
1498	463851	309
1499	464565	0
