iter	Logloss	Accuracy
886	0.3117174187	0.879640045
887	0.3116971054	0.879640045
888	0.3114986557	0.879640045
889	0.3114898927	0.879640045
890	0.3113670797	0.879640045
891	0.3113264394	0.879640045
892	0.3112925115	0.879640045
893	0.3112899522	0.879640045
894	0.3112020736	0.879640045
895	0.3111607066	0.879640045
896	0.3110576575	0.879640045
897	0.3109492402	0.879640045
898	0.3108183555	0.879640045
899	0.310785437	0.879640045
900	0.3107026456	0.879640045
901	0.3106929305	0.879640045
902	0.3105774098	0.879640045
903	0.3105646277	0.879640045
904	0.310508873	0.879640045
905	0.3104981571	0.879640045
906	0.3104135355	0.879640045
907	0.3103402491	0.879640045
908	0.3102073928	0.879640045
909	0.3101164847	0.8818897638
910	0.3101133409	0.8807649044
911	0.3099246092	0.8807649044
912	0.3099056342	0.8807649044
913	0.3098322001	0.8807649044
914	0.3097874724	0.8818897638
915	0.3097779115	0.8818897638
916	0.3097488766	0.8807649044
917	0.309678102	0.8807649044
918	0.3096397309	0.8807649044
919	0.3095191118	0.8807649044
920	0.3095052859	0.8807649044
921	0.3094977191	0.8807649044
922	0.3094952072	0.8807649044
923	0.3094899003	0.8807649044
924	0.3094603878	0.8807649044
925	0.3094048802	0.8807649044
926	0.3092896478	0.8807649044
927	0.3092662406	0.8807649044
928	0.309057426	0.8807649044
929	0.3090104679	0.8807649044
930	0.3088865512	0.8807649044
931	0.3088681448	0.8807649044
932	0.3088142428	0.8807649044
933	0.3087912713	0.8807649044
934	0.3087584298	0.8807649044
935	0.3087335916	0.8807649044
936	0.3086112657	0.8807649044
937	0.3085976466	0.8807649044
938	0.3084029346	0.8807649044
939	0.3083961852	0.8807649044
940	0.3082336008	0.8807649044
941	0.3080798489	0.8807649044
942	0.308046114	0.8807649044
943	0.3080198758	0.8807649044
944	0.3080123995	0.8807649044
945	0.30773039	0.8807649044
946	0.307711284	0.8807649044
947	0.3076854865	0.8807649044
948	0.307647914	0.8807649044
949	0.3076014646	0.8818897638
950	0.3075712778	0.8818897638
951	0.3074761188	0.8818897638
952	0.3074310851	0.8818897638
953	0.3074235997	0.8818897638
954	0.3073871488	0.8818897638
955	0.3073182279	0.8807649044
956	0.3073099358	0.8807649044
957	0.3072224554	0.8818897638
958	0.3072130863	0.8818897638
959	0.3071681586	0.8818897638
960	0.3070162138	0.8818897638
961	0.3068981572	0.8807649044
962	0.3068836319	0.8818897638
963	0.3067162794	0.8818897638
964	0.3066099604	0.8830146232
965	0.3065998555	0.8830146232
966	0.3065268441	0.8830146232
967	0.3064231022	0.8830146232
968	0.3063716925	0.8830146232
969	0.3063681282	0.8830146232
970	0.306362504	0.8830146232
971	0.3063599762	0.8830146232
972	0.3063528053	0.8830146232
973	0.3063125463	0.8830146232
974	0.3063097887	0.8830146232
975	0.3062495096	0.8830146232
976	0.3062467517	0.8830146232
977	0.3061193098	0.8830146232
978	0.3061127365	0.8830146232
979	0.3059939366	0.8830146232
980	0.3059670844	0.8830146232
981	0.3059165411	0.8830146232
982	0.3057346802	0.8830146232
983	0.3056863144	0.8830146232
984	0.3054665543	0.8830146232
985	0.3054389636	0.8830146232
986	0.30519308	0.8818897638
987	0.3051077907	0.8818897638
988	0.3051006467	0.8818897638
989	0.3050108411	0.8818897638
990	0.3049946832	0.8818897638
991	0.3047365745	0.8841394826
992	0.3045277045	0.8841394826
993	0.3045231643	0.8841394826
994	0.3044954757	0.8841394826
995	0.3044885469	0.8841394826
996	0.3043053411	0.8841394826
997	0.3042670895	0.8841394826
998	0.3042585977	0.8841394826
999	0.3041575343	0.8841394826
1000	0.3041437325	0.8841394826
1001	0.304125233	0.8841394826
1002	0.3041060606	0.8841394826
1003	0.3040669839	0.8841394826
1004	0.3040025271	0.8841394826
1005	0.3037813939	0.8830146232
1006	0.3037781267	0.8830146232
1007	0.3037236287	0.8830146232
1008	0.3036032972	0.8818897638
1009	0.3033581155	0.8830146232
1010	0.303348003	0.8830146232
1011	0.3033377516	0.8830146232
1012	0.3033349722	0.8830146232
1013	0.3031383879	0.8830146232
1014	0.3031309051	0.8830146232
1015	0.3031263046	0.8830146232
1016	0.30298265	0.8830146232
1017	0.3028036635	0.8830146232
1018	0.3027855037	0.8830146232
1019	0.3027426763	0.8830146232
1020	0.3026182443	0.8830146232
1021	0.3022510612	0.8830146232
1022	0.30215232	0.8830146232
1023	0.3020563359	0.8830146232
1024	0.3019748902	0.8830146232
1025	0.3019600916	0.8830146232
1026	0.3019178621	0.8830146232
1027	0.3017839067	0.8830146232
1028	0.3016308215	0.8830146232
1029	0.3015780499	0.8830146232
1030	0.3015033592	0.8830146232
1031	0.3014485688	0.8830146232
1032	0.301433176	0.8830146232
1033	0.3012981003	0.8830146232
1034	0.3011753282	0.8830146232
1035	0.3011725101	0.8830146232
1036	0.301147628	0.8830146232
1037	0.3011208618	0.8830146232
1038	0.3010727549	0.8830146232
1039	0.3010620272	0.8830146232
1040	0.3010564169	0.8830146232
1041	0.3010126749	0.8830146232
1042	0.3010047416	0.8830146232
1043	0.3009433015	0.8830146232
1044	0.3008853252	0.8830146232
1045	0.3005348625	0.8830146232
1046	0.3005322588	0.8830146232
1047	0.300476623	0.8830146232
1048	0.3004238577	0.8830146232
1049	0.3003733125	0.8830146232
1050	0.3003372788	0.8830146232
1051	0.300293649	0.8830146232
1052	0.3002865952	0.8830146232
1053	0.3001989859	0.8841394826
1054	0.3001973836	0.8841394826
1055	0.3001846637	0.8841394826
1056	0.3001060125	0.8841394826
1057	0.3000757756	0.8841394826
1058	0.2999137337	0.8841394826
1059	0.2996861277	0.8841394826
1060	0.2995897816	0.8841394826
1061	0.299574591	0.8841394826
1062	0.2995303197	0.8841394826
1063	0.2995252131	0.8841394826
1064	0.2994795494	0.8841394826
1065	0.2994738168	0.8841394826
1066	0.2993246897	0.8841394826
1067	0.2993107706	0.8841394826
1068	0.2992966322	0.8841394826
1069	0.2992400005	0.8841394826
1070	0.2992234418	0.8841394826
1071	0.2991444651	0.8841394826
1072	0.299139171	0.8841394826
1073	0.299017623	0.8841394826
1074	0.2989652494	0.8841394826
1075	0.2989171302	0.8841394826
1076	0.2989145775	0.8841394826
1077	0.2988415951	0.8841394826
1078	0.2987914733	0.8841394826
1079	0.2987316879	0.8841394826
1080	0.2986859266	0.8841394826
1081	0.2985297545	0.8841394826
1082	0.2984970658	0.8841394826
1083	0.2984869793	0.8841394826
1084	0.2984010988	0.8841394826
1085	0.2980731107	0.8841394826
1086	0.2980520794	0.8841394826
1087	0.298034337	0.8841394826
1088	0.297944622	0.885264342
1089	0.2978735265	0.885264342
1090	0.2977855267	0.885264342
1091	0.2977647816	0.885264342
1092	0.2977386066	0.885264342
1093	0.2976958793	0.885264342
1094	0.2974895097	0.885264342
1095	0.2974089628	0.885264342
1096	0.2973297446	0.885264342
1097	0.2971627338	0.885264342
1098	0.2971582057	0.885264342
1099	0.2971440287	0.885264342
1100	0.2969625455	0.885264342
1101	0.296955584	0.885264342
1102	0.2968208978	0.885264342
1103	0.2967957231	0.885264342
1104	0.2966930923	0.885264342
1105	0.2965298818	0.885264342
1106	0.2964364954	0.885264342
1107	0.296376532	0.885264342
1108	0.2960853187	0.885264342
1109	0.2959813739	0.885264342
1110	0.2959684752	0.885264342
1111	0.2959567528	0.885264342
1112	0.2959534737	0.885264342
1113	0.2959109927	0.885264342
1114	0.2958758719	0.885264342
1115	0.295830022	0.885264342
1116	0.2958080747	0.885264342
1117	0.2957224495	0.8863892013
1118	0.295669681	0.8863892013
1119	0.2954866647	0.8863892013
1120	0.2954751746	0.8863892013
1121	0.2954482782	0.8863892013
1122	0.2954268972	0.8863892013
1123	0.2953864717	0.8863892013
1124	0.2953656707	0.8863892013
1125	0.29527638	0.8863892013
1126	0.2952576477	0.8863892013
1127	0.2950921673	0.8863892013
1128	0.294908888	0.8863892013
1129	0.2948342442	0.8863892013
1130	0.2948087738	0.8863892013
1131	0.2947995841	0.8863892013
1132	0.2947829751	0.8863892013
1133	0.2947409101	0.8863892013
1134	0.2947284761	0.8863892013
1135	0.2947231628	0.8863892013
1136	0.2944243362	0.8863892013
1137	0.2944140766	0.8863892013
1138	0.2943618802	0.8863892013
1139	0.2943222383	0.8863892013
1140	0.2943019416	0.8863892013
1141	0.2942810307	0.8863892013
1142	0.2942782194	0.8863892013
1143	0.2941814854	0.8863892013
1144	0.2940954042	0.8863892013
1145	0.2940702877	0.8863892013
1146	0.2938895216	0.8863892013
1147	0.293885513	0.8863892013
1148	0.2938268448	0.8863892013
1149	0.2937978458	0.8863892013
1150	0.2937577985	0.8863892013
1151	0.2937329881	0.8863892013
1152	0.2937184804	0.8863892013
1153	0.2936709358	0.8863892013
1154	0.2936623666	0.8863892013
1155	0.2935939562	0.8863892013
1156	0.2935296259	0.8863892013
1157	0.293519632	0.8863892013
1158	0.2935055814	0.8863892013
1159	0.2934485371	0.8863892013
1160	0.2934407822	0.8863892013
1161	0.2934395651	0.8863892013
1162	0.2934385733	0.8863892013
1163	0.2933696625	0.8863892013
1164	0.2931676872	0.8863892013
1165	0.2931390252	0.8863892013
1166	0.2929424257	0.8863892013
1167	0.2929261026	0.8863892013
1168	0.2928918062	0.8863892013
1169	0.2928880608	0.8863892013
1170	0.2928490678	0.8863892013
1171	0.2928208654	0.8863892013
1172	0.2927480138	0.8863892013
1173	0.2926334595	0.8863892013
1174	0.2926058117	0.8863892013
1175	0.2925734634	0.8863892013
1176	0.2923923862	0.8863892013
1177	0.2922062882	0.8863892013
1178	0.2922027501	0.8863892013
1179	0.2921908675	0.8863892013
1180	0.292187767	0.8863892013
1181	0.2921519616	0.8863892013
1182	0.2921504345	0.8863892013
1183	0.2920980017	0.8863892013
1184	0.291913375	0.8863892013
1185	0.2919096099	0.8863892013
1186	0.2919047185	0.8863892013
1187	0.2918687912	0.8863892013
1188	0.2918500934	0.8863892013
1189	0.2918135173	0.8863892013
1190	0.2917417962	0.8863892013
1191	0.2916782499	0.8863892013
1192	0.2916198551	0.8863892013
1193	0.2915808018	0.8863892013
1194	0.2915473852	0.8863892013
1195	0.2915138553	0.8863892013
1196	0.2915120079	0.8863892013
1197	0.291461603	0.8863892013
1198	0.2914509111	0.8863892013
1199	0.2913830808	0.8863892013
1200	0.2913436724	0.8863892013
1201	0.2912973667	0.8863892013
1202	0.2912641719	0.8863892013
1203	0.2912250603	0.8863892013
1204	0.2911601596	0.8863892013
1205	0.2911497293	0.8863892013
1206	0.2910248981	0.8863892013
1207	0.2909747853	0.8863892013
1208	0.2908850332	0.8863892013
1209	0.2908342965	0.8863892013
1210	0.2908039622	0.8863892013
1211	0.2906441624	0.8863892013
1212	0.2905983377	0.8863892013
1213	0.290596488	0.8863892013
1214	0.2905634206	0.8863892013
1215	0.2904174742	0.8863892013
1216	0.2904055979	0.8863892013
1217	0.2903342073	0.8863892013
1218	0.2901865662	0.8863892013
1219	0.2901824081	0.8863892013
1220	0.2899382857	0.8863892013
1221	0.2897877615	0.8863892013
1222	0.2897309576	0.8863892013
1223	0.2897305185	0.8863892013
1224	0.2897210635	0.8863892013
1225	0.2897105241	0.8863892013
1226	0.2896930705	0.8863892013
1227	0.2896810983	0.8863892013
1228	0.289655649	0.8863892013
1229	0.2894407622	0.8863892013
1230	0.2893985467	0.8863892013
1231	0.2893933151	0.8863892013
1232	0.2892799417	0.8863892013
1233	0.2892409396	0.8863892013
1234	0.289137999	0.8863892013
1235	0.2891202031	0.8863892013
1236	0.289118604	0.8863892013
1237	0.2891163602	0.8863892013
1238	0.289047067	0.8863892013
1239	0.2890324365	0.8863892013
1240	0.288993435	0.8863892013
1241	0.2889226702	0.8863892013
1242	0.2889150291	0.8863892013
1243	0.2889097118	0.8863892013
1244	0.2888007392	0.8875140607
1245	0.2887877224	0.8863892013
1246	0.2886941648	0.8863892013
1247	0.2886490084	0.8863892013
1248	0.288639692	0.8863892013
1249	0.2886182961	0.8863892013
1250	0.2884958834	0.8863892013
1251	0.2884621017	0.8875140607
1252	0.2883663647	0.8875140607
1253	0.2883533211	0.8875140607
1254	0.2883193761	0.8875140607
1255	0.2882598066	0.8863892013
1256	0.2882399248	0.8875140607
1257	0.288237267	0.8875140607
1258	0.2881957556	0.8875140607
1259	0.288159946	0.8863892013
1260	0.288109514	0.8863892013
1261	0.2880885675	0.8863892013
1262	0.2880740264	0.8863892013
1263	0.288069556	0.8863892013
1264	0.287993379	0.8863892013
1265	0.287844682	0.8863892013
1266	0.2878178669	0.8863892013
1267	0.2876675429	0.8863892013
1268	0.2876622619	0.8863892013
1269	0.2876523875	0.8863892013
1270	0.2876068851	0.8863892013
1271	0.2875701007	0.8863892013
1272	0.2874731073	0.8863892013
1273	0.2874376939	0.8863892013
1274	0.2873448154	0.8863892013
1275	0.287344584	0.8863892013
1276	0.287316341	0.8863892013
1277	0.2872599142	0.885264342
1278	0.2870076363	0.8863892013
1279	0.2869114259	0.8863892013
1280	0.286891605	0.8863892013
1281	0.286889424	0.8863892013
1282	0.2867313487	0.8875140607
1283	0.2867151786	0.8875140607
1284	0.2866835155	0.8875140607
1285	0.286673225	0.8875140607
1286	0.2865605863	0.8886389201
1287	0.2865508106	0.8886389201
1288	0.2863798029	0.8875140607
1289	0.286335543	0.8875140607
1290	0.2862781416	0.8875140607
1291	0.2862175573	0.8875140607
1292	0.2861721967	0.8875140607
1293	0.2861554756	0.8875140607
1294	0.2861236032	0.8875140607
1295	0.2861232804	0.8875140607
1296	0.2859360551	0.8886389201
1297	0.2858800251	0.8886389201
1298	0.2858754166	0.8886389201
1299	0.2858242754	0.8886389201
1300	0.2858208455	0.8886389201
1301	0.2857735859	0.8886389201
1302	0.2857271846	0.8886389201
1303	0.285715985	0.8886389201
1304	0.2857151204	0.8886389201
1305	0.2857112605	0.8886389201
1306	0.2856990333	0.8886389201
1307	0.2856706362	0.8886389201
1308	0.2855510325	0.8886389201
1309	0.2855499655	0.8886389201
1310	0.2855341245	0.8886389201
1311	0.2855301311	0.8886389201
1312	0.2854572272	0.8886389201
1313	0.2852954338	0.8886389201
1314	0.2852871196	0.8886389201
1315	0.2852463162	0.8886389201
1316	0.2851866816	0.8886389201
1317	0.2849921489	0.8886389201
1318	0.2849862223	0.8886389201
1319	0.2849603378	0.8886389201
1320	0.2849486845	0.8886389201
1321	0.2849279788	0.8886389201
1322	0.2849076877	0.8886389201
1323	0.2848084766	0.8886389201
1324	0.2847922125	0.8886389201
1325	0.2847618859	0.8886389201
1326	0.2847323537	0.8886389201
1327	0.2847245025	0.8886389201
1328	0.2846654308	0.8886389201
1329	0.2845853918	0.8875140607
1330	0.2845824658	0.8875140607
1331	0.2845556588	0.8875140607
1332	0.2845077977	0.8875140607
1333	0.2844533065	0.8875140607
1334	0.2843712668	0.8875140607
1335	0.2843694169	0.8875140607
1336	0.2843509908	0.8875140607
1337	0.2843187587	0.8875140607
1338	0.2843063144	0.8886389201
1339	0.2843060277	0.8886389201
1340	0.2842877256	0.8875140607
1341	0.2841535738	0.8875140607
1342	0.2841483218	0.8875140607
1343	0.2841300385	0.8875140607
1344	0.2840005659	0.8875140607
1345	0.2839879313	0.8875140607
1346	0.2839673673	0.8875140607
1347	0.2839466575	0.8875140607
1348	0.2839064909	0.8875140607
1349	0.2838202934	0.8875140607
1350	0.2837670865	0.8875140607
1351	0.2837256423	0.8875140607
1352	0.2837221086	0.8875140607
1353	0.2837054591	0.8875140607
1354	0.2837018674	0.8875140607
1355	0.2836907095	0.8875140607
1356	0.2835060002	0.8875140607
1357	0.2834929652	0.8875140607
1358	0.2834386187	0.8875140607
1359	0.2834178811	0.8875140607
1360	0.2833259808	0.8875140607
1361	0.2833065626	0.8875140607
1362	0.2832986138	0.8875140607
1363	0.2832348192	0.8875140607
1364	0.283225423	0.8875140607
1365	0.2832182549	0.8875140607
1366	0.2831711596	0.8875140607
1367	0.2831595365	0.8875140607
1368	0.2831581053	0.8875140607
1369	0.2831295937	0.8875140607
1370	0.2831120297	0.8875140607
1371	0.2829825947	0.8875140607
1372	0.2829809758	0.8875140607
1373	0.2829599207	0.8875140607
1374	0.282958322	0.8875140607
1375	0.2828661719	0.8875140607
1376	0.2828579743	0.8875140607
1377	0.2828573712	0.8875140607
1378	0.2828540807	0.8875140607
1379	0.2828030079	0.8875140607
1380	0.28279092	0.8875140607
1381	0.2827489928	0.8875140607
1382	0.2827358735	0.8875140607
1383	0.2826972904	0.8875140607
1384	0.2826897099	0.8875140607
1385	0.2826863388	0.8875140607
1386	0.2826387346	0.8875140607
1387	0.2826266202	0.8875140607
1388	0.2825991161	0.8875140607
1389	0.2825955868	0.8875140607
1390	0.2824500621	0.8875140607
1391	0.2823721445	0.8875140607
1392	0.2823646461	0.8875140607
1393	0.2823641434	0.8875140607
1394	0.2822981997	0.8875140607
1395	0.2822528773	0.8875140607
1396	0.2821990756	0.8875140607
1397	0.2820955488	0.8875140607
1398	0.282093336	0.8875140607
1399	0.2820660523	0.8875140607
1400	0.2820312199	0.8875140607
1401	0.2818844193	0.8875140607
1402	0.2818468581	0.8875140607
1403	0.2817383086	0.8875140607
1404	0.2817068859	0.8875140607
1405	0.2816334863	0.8875140607
1406	0.2816197527	0.8875140607
1407	0.2815884129	0.8875140607
1408	0.2815853552	0.8875140607
1409	0.2814789032	0.8875140607
1410	0.2814484611	0.8875140607
1411	0.2814003699	0.8875140607
1412	0.2812718417	0.8875140607
1413	0.2812272557	0.8875140607
1414	0.2811728387	0.8875140607
1415	0.2811419744	0.8875140607
1416	0.2811261461	0.8875140607
1417	0.281045751	0.8875140607
1418	0.281042675	0.8875140607
1419	0.2809645151	0.8886389201
1420	0.2809207545	0.8886389201
1421	0.2808744644	0.8886389201
1422	0.2808237092	0.8886389201
1423	0.2808199056	0.8886389201
1424	0.2808112813	0.8886389201
1425	0.2806713977	0.8875140607
1426	0.2805935508	0.8875140607
1427	0.2804864646	0.8875140607
1428	0.2804662525	0.8875140607
1429	0.2804326379	0.8886389201
1430	0.2803530346	0.8886389201
1431	0.2802427827	0.8897637795
1432	0.2802064072	0.8897637795
1433	0.280187776	0.8897637795
1434	0.2801636872	0.8897637795
1435	0.2801240194	0.8897637795
1436	0.2801150693	0.8897637795
1437	0.2799958182	0.8897637795
1438	0.2799949836	0.8897637795
1439	0.2799888197	0.8897637795
1440	0.2799743403	0.8897637795
1441	0.2799495914	0.8897637795
1442	0.2799424822	0.8897637795
1443	0.279876	0.8897637795
1444	0.2798231636	0.8897637795
1445	0.2796354022	0.8886389201
1446	0.2796103828	0.8886389201
1447	0.2795914545	0.8886389201
1448	0.2794766744	0.8886389201
1449	0.2794754877	0.8886389201
1450	0.2794691458	0.8886389201
1451	0.279403811	0.8886389201
1452	0.279393983	0.8886389201
1453	0.2793809479	0.8886389201
1454	0.2793727953	0.8886389201
1455	0.2793697452	0.8886389201
1456	0.2793193974	0.8886389201
1457	0.2792791948	0.8886389201
1458	0.2792515631	0.8886389201
1459	0.2792391387	0.8886389201
1460	0.2792016304	0.8886389201
1461	0.2792014343	0.8886389201
1462	0.2789362547	0.8886389201
1463	0.2788718576	0.8886389201
1464	0.2788669414	0.8886389201
1465	0.2788057151	0.8886389201
1466	0.278584531	0.8886389201
1467	0.2785718919	0.8886389201
1468	0.2785287156	0.8886389201
1469	0.2785014734	0.8886389201
1470	0.2784687206	0.8886389201
1471	0.2784670849	0.8886389201
1472	0.2784639422	0.8886389201
1473	0.2784367252	0.8886389201
1474	0.2783667479	0.8886389201
1475	0.2783623901	0.8886389201
1476	0.2783175346	0.8886389201
1477	0.2783170652	0.8886389201
1478	0.2783163031	0.8886389201
1479	0.2783125855	0.8886389201
1480	0.2781591003	0.8886389201
1481	0.2780957072	0.8886389201
1482	0.2780666702	0.8886389201
1483	0.2780642345	0.8886389201
1484	0.2780590637	0.8886389201
1485	0.2779888591	0.8886389201
1486	0.2779773519	0.8886389201
1487	0.2779697908	0.8886389201
1488	0.2779688932	0.8886389201
1489	0.2779253294	0.8886389201
1490	0.2779223777	0.8886389201
1491	0.2779097692	0.8886389201
1492	0.2778549763	0.8886389201
1493	0.2777312466	0.8886389201
1494	0.2776631454	0.8886389201
1495	0.2776368304	0.8886389201
1496	0.2776225888	0.8886389201
1497	0.2774924873	0.8886389201
1498	0.2774922963	0.8886389201
1499	0.277472483	0.8886389201
