iter	Logloss	Accuracy
79	0.4263351877	0.816647919
80	0.4262274166	0.8188976378
81	0.4254390839	0.8188976378
82	0.4250782132	0.816647919
83	0.4250695651	0.816647919
84	0.4248848771	0.8188976378
85	0.4238223225	0.8188976378
86	0.4227954322	0.8177727784
87	0.4220444837	0.8188976378
88	0.4212218946	0.8188976378
89	0.4205690333	0.8177727784
90	0.4195966725	0.8200224972
91	0.4190068395	0.8211473566
92	0.4184913623	0.8211473566
93	0.4183866197	0.8211473566
94	0.4182791126	0.8211473566
95	0.4175951245	0.8211473566
96	0.4175910527	0.8211473566
97	0.4174706705	0.822272216
98	0.41712951	0.8200224972
99	0.416181343	0.8211473566
100	0.415722655	0.8211473566
101	0.4152876713	0.822272216
102	0.4152159668	0.822272216
103	0.4148733878	0.822272216
104	0.4144222177	0.8233970754
105	0.4136180718	0.8211473566
106	0.413591021	0.822272216
107	0.4134474289	0.8211473566
108	0.4129870478	0.8211473566
109	0.4127886534	0.8211473566
110	0.4126129485	0.8211473566
111	0.4123254446	0.822272216
112	0.4122487849	0.8211473566
113	0.4119066015	0.8256467942
114	0.4115482103	0.8256467942
115	0.4111115818	0.8256467942
116	0.4109619486	0.8245219348
117	0.4109130711	0.8245219348
118	0.4109048118	0.8245219348
119	0.4109025195	0.8256467942
120	0.4104466415	0.8245219348
121	0.4103017603	0.8245219348
122	0.4098583602	0.8245219348
123	0.4094886444	0.8245219348
124	0.4087265327	0.8256467942
125	0.4083643353	0.8245219348
126	0.4081694778	0.8245219348
127	0.407992274	0.8245219348
128	0.4070365072	0.8245219348
129	0.4067577596	0.8245219348
130	0.4065102091	0.8245219348
131	0.406375477	0.8278965129
132	0.4059475022	0.8267716535
133	0.4059468683	0.8267716535
134	0.405908317	0.8267716535
135	0.405886101	0.8267716535
136	0.4057421842	0.8267716535
137	0.4057391373	0.8267716535
138	0.4056462257	0.8301462317
139	0.405600536	0.8301462317
140	0.4055724467	0.8290213723
141	0.4050950416	0.8290213723
142	0.404932915	0.8290213723
143	0.4047830079	0.8278965129
144	0.4041006508	0.8278965129
145	0.4037818086	0.8278965129
146	0.4037621535	0.8278965129
147	0.4036616047	0.8278965129
148	0.4036161489	0.8278965129
149	0.4024973605	0.8301462317
150	0.4024323694	0.8301462317
151	0.4020600815	0.8301462317
152	0.4014933277	0.8312710911
153	0.4014931823	0.8312710911
154	0.4013438479	0.8312710911
155	0.4008766196	0.8312710911
156	0.4007732745	0.8312710911
157	0.4006788759	0.8312710911
158	0.4005004003	0.8323959505
159	0.4004584631	0.8323959505
160	0.4004441291	0.8323959505
161	0.4004425555	0.8323959505
162	0.4001666113	0.8312710911
163	0.400142661	0.8312710911
164	0.3998114355	0.8323959505
165	0.3996771973	0.8301462317
166	0.399452006	0.8301462317
167	0.3994095266	0.8301462317
168	0.3993656672	0.8301462317
169	0.3992656312	0.8323959505
170	0.3989117221	0.8312710911
171	0.3988525299	0.8323959505
172	0.3987654147	0.8323959505
173	0.3983992618	0.8323959505
174	0.3981410621	0.8323959505
175	0.3981106205	0.8323959505
176	0.3981054786	0.8323959505
177	0.397586041	0.8323959505
178	0.397571333	0.8323959505
179	0.3974426901	0.8323959505
180	0.3974424875	0.8323959505
181	0.3972378573	0.8323959505
182	0.3972287151	0.8323959505
183	0.3969875035	0.8323959505
184	0.3965081161	0.8312710911
185	0.3964663999	0.8312710911
186	0.3962215725	0.8312710911
187	0.3961995327	0.8312710911
188	0.3961600446	0.8323959505
189	0.3959792785	0.8312710911
190	0.3959546119	0.8312710911
191	0.3959363655	0.8312710911
192	0.3957273436	0.8312710911
193	0.3957181621	0.8312710911
194	0.3956624441	0.8323959505
195	0.3955898707	0.8323959505
196	0.3949729525	0.8323959505
197	0.3948885537	0.8323959505
198	0.3948882493	0.8323959505
199	0.39477448	0.8323959505
200	0.3944102173	0.8323959505
201	0.3943898042	0.8323959505
202	0.3941721243	0.8323959505
203	0.3941719976	0.8323959505
204	0.3936035493	0.8323959505
205	0.3935915866	0.8323959505
206	0.3935596756	0.8323959505
207	0.3934865734	0.8323959505
208	0.3934855794	0.8323959505
209	0.3934855714	0.8323959505
210	0.3933013438	0.8323959505
211	0.3932922341	0.8323959505
212	0.3932279727	0.8323959505
213	0.3931964427	0.8323959505
214	0.3930257709	0.8323959505
215	0.3928741602	0.8323959505
216	0.3928057372	0.8323959505
217	0.3927913908	0.8323959505
218	0.3927825532	0.8323959505
219	0.3926786621	0.8323959505
220	0.3926687008	0.8323959505
221	0.3925748958	0.8323959505
222	0.3921977166	0.8335208099
223	0.3921674821	0.8335208099
224	0.3920045229	0.8323959505
225	0.392000542	0.8323959505
226	0.3919791778	0.8346456693
227	0.3918174477	0.8335208099
228	0.391698642	0.8346456693
229	0.3916918348	0.8346456693
230	0.3911039035	0.8346456693
231	0.3908621104	0.8346456693
232	0.3908620155	0.8346456693
233	0.3905608251	0.8346456693
234	0.3903590112	0.8346456693
235	0.3901222728	0.8368953881
236	0.3900099726	0.8368953881
237	0.3897764261	0.8368953881
238	0.3896355773	0.8368953881
239	0.3896115901	0.8368953881
240	0.3896099629	0.8368953881
241	0.3895665944	0.8346456693
242	0.3891913054	0.8368953881
243	0.3891120417	0.8368953881
244	0.3886174254	0.8368953881
245	0.3882376203	0.8368953881
246	0.3882376025	0.8368953881
247	0.3882149522	0.8368953881
248	0.3881495	0.8368953881
249	0.3881035729	0.8357705287
250	0.3880548837	0.8357705287
251	0.3879121654	0.8357705287
252	0.3875353156	0.8357705287
253	0.3872363959	0.8357705287
254	0.3871544424	0.8357705287
255	0.3869396572	0.8357705287
256	0.3867696579	0.8357705287
257	0.3865913755	0.8357705287
258	0.3865840607	0.8357705287
259	0.3863092283	0.8357705287
260	0.3862385926	0.8357705287
261	0.386233405	0.8357705287
262	0.386146275	0.8357705287
263	0.3860189748	0.8357705287
264	0.3858710882	0.8357705287
265	0.3856890122	0.8357705287
266	0.3855490201	0.8357705287
267	0.3852510887	0.8368953881
268	0.3852411103	0.8368953881
269	0.3850828965	0.8368953881
270	0.38482011	0.8368953881
271	0.3846157304	0.8368953881
272	0.3845533049	0.8368953881
273	0.3845500031	0.8368953881
274	0.384531957	0.8368953881
275	0.384531938	0.8368953881
276	0.3843907567	0.8368953881
277	0.3843722979	0.8368953881
278	0.3838675768	0.8368953881
279	0.3834850879	0.8357705287
280	0.3834618468	0.8357705287
281	0.3834524265	0.8357705287
282	0.3829628699	0.8357705287
283	0.3824564492	0.8357705287
284	0.3817361673	0.8368953881
285	0.3816327634	0.8368953881
286	0.3816011188	0.8368953881
287	0.3816011101	0.8368953881
288	0.3815482555	0.8368953881
289	0.3815067998	0.8368953881
290	0.3813703947	0.8368953881
291	0.3809562911	0.8368953881
292	0.3804637397	0.8357705287
293	0.3803737962	0.8368953881
294	0.3801913403	0.8357705287
295	0.3801560151	0.8357705287
296	0.3796269642	0.8357705287
297	0.3792735203	0.8357705287
298	0.3792595591	0.8357705287
299	0.3792142429	0.8357705287
300	0.3790496895	0.8357705287
301	0.3788740653	0.8357705287
302	0.3785638875	0.8357705287
303	0.378487005	0.8357705287
304	0.378294451	0.8368953881
305	0.3781879544	0.8368953881
306	0.3781294929	0.8368953881
307	0.3781229325	0.8368953881
308	0.3777182299	0.8368953881
309	0.3775722552	0.8368953881
310	0.3774278969	0.8368953881
311	0.3773670495	0.8368953881
312	0.3773240132	0.8368953881
313	0.3771797223	0.8368953881
314	0.3769264456	0.8380202475
315	0.3766139684	0.8380202475
316	0.3760401704	0.8380202475
317	0.3760114259	0.8380202475
318	0.3757175894	0.8380202475
319	0.3753421375	0.8380202475
320	0.3750177584	0.8380202475
321	0.3746059004	0.8391451069
322	0.3743758442	0.8391451069
323	0.3740301153	0.8391451069
324	0.3739597321	0.8391451069
325	0.3738471066	0.8391451069
326	0.3737375986	0.8391451069
327	0.3736159684	0.8391451069
328	0.3733028997	0.8391451069
329	0.3726684526	0.8391451069
330	0.3722543034	0.8391451069
331	0.3721556699	0.8391451069
332	0.3718613016	0.8391451069
333	0.3718389359	0.8391451069
334	0.3715832533	0.8391451069
335	0.3714584373	0.8391451069
336	0.3708536818	0.8380202475
337	0.3707501937	0.8380202475
338	0.3703169925	0.8391451069
339	0.3700192584	0.8391451069
340	0.3695345549	0.8391451069
341	0.3694036244	0.8391451069
342	0.3693119067	0.8391451069
343	0.3689666298	0.8391451069
344	0.3688379378	0.8391451069
345	0.3687698171	0.8402699663
346	0.3686577537	0.8402699663
347	0.3685424482	0.8402699663
348	0.3684857791	0.8402699663
349	0.3683419797	0.8402699663
350	0.3682732692	0.8402699663
351	0.3681085004	0.8402699663
352	0.3677242904	0.8413948256
353	0.3671609648	0.8413948256
354	0.3670833899	0.842519685
355	0.367023665	0.842519685
356	0.3669175027	0.842519685
357	0.3667002527	0.8413948256
358	0.3663551182	0.8413948256
359	0.3659914965	0.8413948256
360	0.3657584176	0.842519685
361	0.3655338518	0.8447694038
362	0.3653050682	0.8436445444
363	0.3652085913	0.8436445444
364	0.3650771318	0.8436445444
365	0.3648751274	0.8436445444
366	0.3645982337	0.8436445444
367	0.3643717712	0.8458942632
368	0.3641362836	0.8436445444
369	0.3640164814	0.8436445444
370	0.3638944872	0.8436445444
371	0.3636487991	0.8447694038
372	0.3631744463	0.8470191226
373	0.363053551	0.8470191226
374	0.3629430161	0.8470191226
375	0.3627553451	0.8458942632
376	0.3624626726	0.8458942632
377	0.3623571869	0.8470191226
378	0.362156348	0.8470191226
379	0.361625476	0.848143982
380	0.3615560536	0.8492688414
381	0.3614774776	0.8503937008
382	0.3613176074	0.8526434196
383	0.3613047081	0.8526434196
384	0.3610258522	0.8515185602
385	0.3609881371	0.8515185602
386	0.360761879	0.8515185602
387	0.3606875231	0.853768279
388	0.3606248115	0.853768279
389	0.3604922349	0.853768279
390	0.3604162867	0.8526434196
391	0.3602057753	0.853768279
392	0.3600463182	0.853768279
393	0.3600223795	0.853768279
394	0.3599387655	0.853768279
395	0.3597080964	0.853768279
396	0.3595928246	0.853768279
397	0.3594590376	0.853768279
398	0.3594105487	0.853768279
399	0.3592893249	0.853768279
400	0.3590566633	0.8526434196
401	0.3589550919	0.853768279
402	0.3586634555	0.8548931384
403	0.358246314	0.8560179978
404	0.3581889505	0.8560179978
405	0.3579258306	0.8560179978
406	0.3578837556	0.8560179978
407	0.3576899512	0.8560179978
408	0.3576201861	0.8560179978
409	0.3575447274	0.8560179978
410	0.3573894482	0.8560179978
411	0.3572020374	0.8560179978
412	0.3571236312	0.8560179978
413	0.3569521799	0.8560179978
414	0.3568549013	0.8571428571
415	0.3566158997	0.8560179978
416	0.3565505598	0.8560179978
417	0.3562725596	0.8571428571
418	0.3562146978	0.8571428571
419	0.3561708829	0.8571428571
420	0.3558880716	0.8571428571
421	0.3557632618	0.8571428571
422	0.3557149302	0.8571428571
423	0.3556797416	0.8571428571
424	0.3554339728	0.8571428571
425	0.355363121	0.8571428571
426	0.3553071803	0.8571428571
427	0.3552677655	0.8571428571
428	0.3552187981	0.8571428571
429	0.3551389923	0.8571428571
430	0.355001751	0.8571428571
431	0.3549251178	0.8571428571
432	0.3548771509	0.8571428571
433	0.3548117427	0.8571428571
434	0.3547668136	0.8571428571
435	0.3547574466	0.8571428571
436	0.3543966859	0.8582677165
437	0.354239932	0.8582677165
438	0.354152494	0.8582677165
439	0.3539084909	0.8582677165
440	0.3537585235	0.8582677165
441	0.3536497703	0.8582677165
442	0.353491205	0.8582677165
443	0.3534393452	0.8582677165
444	0.353349956	0.8582677165
445	0.3531956514	0.8582677165
446	0.353182364	0.8582677165
447	0.3529194786	0.8582677165
448	0.3525885404	0.8582677165
449	0.3518204179	0.8582677165
450	0.3517099686	0.8582677165
451	0.3514973538	0.8582677165
452	0.3513189956	0.8582677165
453	0.3513147908	0.8582677165
454	0.3509995205	0.8582677165
455	0.350714802	0.8582677165
456	0.35026538	0.8582677165
457	0.3501933689	0.8582677165
458	0.3500826868	0.8582677165
459	0.350012421	0.8571428571
460	0.349966799	0.8571428571
461	0.3496594113	0.8560179978
462	0.3494579275	0.8560179978
463	0.3494377073	0.8560179978
464	0.3491951177	0.8560179978
465	0.3490116747	0.8560179978
466	0.3487485123	0.8560179978
467	0.3486906283	0.8560179978
468	0.3486388814	0.8560179978
469	0.3485181487	0.8560179978
470	0.3484874905	0.8560179978
471	0.3483468189	0.8560179978
472	0.3481530032	0.8560179978
473	0.3479863906	0.8560179978
474	0.34794303	0.8560179978
475	0.3478522248	0.8571428571
476	0.3476423289	0.8571428571
477	0.3474960453	0.8560179978
478	0.3473749083	0.8571428571
479	0.3472228847	0.8560179978
480	0.3470575068	0.8571428571
481	0.3467379752	0.8593925759
482	0.3464364399	0.8605174353
483	0.3463537424	0.8605174353
484	0.3463174263	0.8593925759
485	0.346247274	0.8593925759
486	0.3461216338	0.8593925759
487	0.3459870261	0.8593925759
488	0.3457138301	0.8593925759
489	0.3456152551	0.8593925759
490	0.3455570554	0.8593925759
491	0.3454717042	0.8593925759
492	0.345397911	0.8593925759
493	0.3451982809	0.8605174353
494	0.3451580137	0.8605174353
495	0.344960023	0.8616422947
496	0.3448859704	0.8616422947
497	0.3448339887	0.8605174353
498	0.3444615762	0.8616422947
499	0.3443309727	0.8605174353
500	0.3442987809	0.8605174353
501	0.3441295831	0.8616422947
502	0.3440467541	0.8627671541
503	0.3440073026	0.8627671541
504	0.3439000412	0.8627671541
505	0.3437967102	0.8627671541
506	0.3435513709	0.8638920135
507	0.3434787912	0.8627671541
508	0.3434442072	0.8638920135
509	0.3433300258	0.8650168729
510	0.3430225931	0.8638920135
511	0.3429976276	0.8638920135
512	0.3428859422	0.8638920135
513	0.3428787253	0.8638920135
514	0.3426923489	0.8650168729
515	0.3424563213	0.8650168729
516	0.3422366656	0.8650168729
517	0.3421961863	0.8661417323
518	0.3421321794	0.8661417323
519	0.341976787	0.8650168729
520	0.3418062913	0.8650168729
521	0.3415936613	0.8650168729
522	0.3415725658	0.8650168729
523	0.3415252725	0.8650168729
524	0.341327608	0.8650168729
525	0.3412694563	0.8650168729
526	0.3410984156	0.8650168729
527	0.3410767354	0.8661417323
528	0.341072624	0.8650168729
529	0.3407930716	0.8661417323
530	0.3407797886	0.8661417323
531	0.3406070278	0.8661417323
532	0.3405206087	0.8661417323
533	0.3405174166	0.8661417323
534	0.3404560966	0.8661417323
535	0.3404227599	0.8661417323
536	0.3404086531	0.8661417323
537	0.3401788587	0.8661417323
538	0.3401513711	0.8661417323
539	0.3399382429	0.8661417323
540	0.3398517297	0.8661417323
541	0.3397131869	0.8661417323
542	0.3397085051	0.8661417323
543	0.3396134345	0.8661417323
544	0.3395867225	0.8661417323
545	0.3395424093	0.8661417323
546	0.3393386044	0.8661417323
547	0.3392115604	0.8672665917
548	0.3390318399	0.8672665917
549	0.3387166545	0.8672665917
550	0.3384469801	0.8683914511
551	0.338417315	0.8683914511
552	0.3382587688	0.8672665917
553	0.3382087834	0.8672665917
554	0.3381930108	0.8672665917
555	0.338177296	0.8672665917
556	0.3379358386	0.8672665917
557	0.3377265251	0.8672665917
558	0.3377221724	0.8672665917
559	0.3376250132	0.8672665917
560	0.3376118947	0.8672665917
561	0.3374703154	0.8661417323
562	0.3372615714	0.8661417323
563	0.3371984702	0.8661417323
564	0.337145262	0.8661417323
565	0.3370767646	0.8661417323
566	0.3370059888	0.8661417323
567	0.3367187785	0.8672665917
568	0.3363678779	0.8683914511
569	0.3361944164	0.8683914511
570	0.3361771392	0.8683914511
571	0.336088058	0.8683914511
572	0.3360511977	0.8683914511
573	0.3359611095	0.8683914511
574	0.3359310515	0.8672665917
575	0.3358781416	0.8683914511
576	0.3358539248	0.8683914511
577	0.3358432168	0.8683914511
578	0.3358110831	0.8683914511
579	0.3357544735	0.8683914511
580	0.3356825754	0.8661417323
581	0.335624133	0.8661417323
582	0.3355805714	0.8661417323
583	0.3355381642	0.8672665917
584	0.3354978216	0.8672665917
585	0.3352835232	0.8672665917
586	0.3351367338	0.8672665917
587	0.3351183369	0.8672665917
588	0.3350709966	0.8672665917
589	0.3349994201	0.8672665917
590	0.3348787489	0.8672665917
591	0.3348087881	0.8672665917
592	0.3348059437	0.8672665917
593	0.3346366958	0.8672665917
594	0.3346171871	0.8672665917
595	0.3346119407	0.8672665917
596	0.3344896743	0.8672665917
597	0.334285844	0.8672665917
598	0.3341721265	0.8672665917
599	0.33403759	0.8695163105
600	0.33402239	0.8695163105
601	0.333714792	0.8695163105
602	0.3336106708	0.8695163105
603	0.3335759213	0.8695163105
604	0.33342899	0.8695163105
605	0.3334152655	0.8695163105
606	0.3333865539	0.8695163105
607	0.3333448091	0.8695163105
608	0.3331770909	0.8717660292
609	0.332947639	0.8717660292
610	0.3324681946	0.8706411699
611	0.3323456455	0.8706411699
612	0.3323335381	0.8706411699
613	0.3322153889	0.8706411699
614	0.3320089263	0.8695163105
615	0.3319686338	0.8695163105
616	0.3319581209	0.8695163105
617	0.3319421645	0.8695163105
618	0.3319187166	0.8683914511
619	0.3316792995	0.8683914511
620	0.3316764318	0.8683914511
621	0.3316495659	0.8683914511
622	0.3315755805	0.8683914511
623	0.3314664169	0.8683914511
624	0.3313663331	0.8683914511
625	0.3312718923	0.8683914511
626	0.3312569713	0.8683914511
627	0.3310092653	0.8695163105
628	0.3308850819	0.8695163105
629	0.3308784728	0.8695163105
630	0.3306031496	0.8695163105
631	0.3305818924	0.8695163105
632	0.3305018027	0.8695163105
633	0.3304929406	0.8695163105
634	0.3304409123	0.8695163105
635	0.3304389369	0.8695163105
636	0.3303969786	0.8695163105
637	0.3303795708	0.8695163105
638	0.3302879224	0.8706411699
639	0.3302801093	0.8706411699
640	0.3302259292	0.8717660292
641	0.3301886681	0.8717660292
642	0.3299531751	0.8717660292
643	0.3299370136	0.8706411699
644	0.3298866476	0.8706411699
645	0.3294896556	0.8728908886
646	0.3294010847	0.874015748
647	0.329374941	0.874015748
648	0.3293163435	0.874015748
649	0.3292063643	0.874015748
650	0.3292032131	0.874015748
651	0.3291973581	0.874015748
652	0.3291675708	0.874015748
653	0.3289315057	0.8728908886
654	0.3288072288	0.8728908886
655	0.3286385921	0.874015748
656	0.3285860751	0.874015748
657	0.3284676891	0.874015748
658	0.3283654566	0.8728908886
659	0.3282865764	0.8728908886
660	0.3281960702	0.8751406074
661	0.3281733052	0.8751406074
662	0.3279859687	0.8751406074
663	0.3278616381	0.8751406074
664	0.32779475	0.8751406074
665	0.3277807686	0.8751406074
666	0.3277050499	0.8751406074
667	0.3276661951	0.8751406074
668	0.3276109022	0.8751406074
669	0.3275341993	0.8751406074
670	0.3275236253	0.8751406074
671	0.3273671303	0.8751406074
672	0.3273514924	0.8751406074
673	0.3272559751	0.8751406074
674	0.3272176104	0.8751406074
675	0.3271823563	0.8751406074
676	0.3269592232	0.874015748
677	0.3269216445	0.874015748
678	0.326731235	0.874015748
679	0.3266955306	0.874015748
680	0.3266755899	0.874015748
681	0.3266723408	0.874015748
682	0.3266215713	0.874015748
683	0.3265775092	0.874015748
684	0.3265708194	0.874015748
685	0.3265280995	0.874015748
686	0.3265268218	0.874015748
687	0.3264415751	0.874015748
688	0.326245217	0.874015748
689	0.3261770345	0.874015748
690	0.3261511939	0.874015748
691	0.326066206	0.874015748
692	0.326064315	0.874015748
693	0.3260074715	0.874015748
694	0.3258015527	0.874015748
695	0.325677134	0.874015748
696	0.3255260592	0.874015748
697	0.3254150221	0.874015748
698	0.3251836893	0.874015748
699	0.324978671	0.8751406074
700	0.3249381666	0.8751406074
701	0.3248239327	0.8751406074
702	0.324686217	0.8751406074
703	0.3246697979	0.8751406074
704	0.3246559102	0.8751406074
705	0.3246510886	0.8751406074
706	0.3246107197	0.8751406074
707	0.3244039904	0.874015748
708	0.324349445	0.874015748
709	0.3241970162	0.874015748
710	0.3241948343	0.874015748
711	0.3241469461	0.874015748
712	0.3240878153	0.8751406074
713	0.3239893521	0.8751406074
714	0.3239117194	0.8751406074
715	0.3238945222	0.8751406074
716	0.3238093338	0.8751406074
717	0.3236254545	0.874015748
718	0.3235854912	0.874015748
719	0.3233663857	0.8751406074
720	0.3232706137	0.8751406074
721	0.3231737481	0.874015748
722	0.3231399609	0.874015748
723	0.3230301576	0.874015748
724	0.3229732155	0.874015748
725	0.3229240388	0.874015748
726	0.3228678118	0.874015748
727	0.3226799305	0.874015748
728	0.3226335251	0.874015748
729	0.3226067245	0.874015748
730	0.3225967579	0.874015748
731	0.3223796716	0.874015748
732	0.3223449052	0.874015748
733	0.3222967349	0.874015748
734	0.3222146607	0.874015748
735	0.3222137185	0.874015748
736	0.322128577	0.874015748
737	0.3219416685	0.874015748
738	0.3218980217	0.874015748
739	0.3215591758	0.874015748
740	0.3214770011	0.874015748
741	0.3210338473	0.8762654668
742	0.3209341541	0.8751406074
743	0.3209202924	0.874015748
744	0.3209179206	0.874015748
745	0.3209011457	0.8762654668
746	0.3208926601	0.8762654668
747	0.320876914	0.8762654668
748	0.3207613319	0.8751406074
749	0.3207322116	0.8762654668
750	0.3206992023	0.8762654668
751	0.3206346067	0.8762654668
752	0.3205447183	0.8762654668
753	0.3204129318	0.874015748
754	0.3203546035	0.874015748
755	0.3203004248	0.874015748
756	0.3202290182	0.8751406074
757	0.3202079598	0.8751406074
758	0.3201956386	0.8751406074
759	0.3201005541	0.8751406074
760	0.3199988789	0.8751406074
761	0.3199208521	0.8751406074
762	0.319836851	0.8751406074
763	0.3195467313	0.8751406074
764	0.3193375866	0.8751406074
765	0.3192224781	0.8751406074
766	0.3191850818	0.8751406074
767	0.3191712172	0.8751406074
768	0.3191115328	0.8751406074
769	0.3190144242	0.8751406074
770	0.3190040316	0.8751406074
771	0.3188027974	0.8751406074
772	0.3187043149	0.874015748
773	0.3186879706	0.874015748
774	0.3186609309	0.874015748
775	0.3186257819	0.874015748
776	0.3183911652	0.8751406074
777	0.3181476091	0.8751406074
778	0.3181390062	0.8751406074
779	0.3179826989	0.8751406074
780	0.3179342355	0.8751406074
781	0.317881246	0.8751406074
782	0.3178759546	0.8751406074
783	0.3176464685	0.8751406074
784	0.3175035094	0.8751406074
785	0.317476214	0.8751406074
786	0.3173830859	0.8762654668
787	0.3173301466	0.8751406074
788	0.3172731177	0.8762654668
789	0.317122639	0.8762654668
790	0.3171090115	0.8762654668
791	0.3170169461	0.8762654668
792	0.3169945908	0.8762654668
793	0.3167109672	0.8762654668
794	0.3166933077	0.8762654668
795	0.3166696425	0.8762654668
796	0.3166210522	0.8762654668
797	0.3166042826	0.8762654668
798	0.3165860226	0.8762654668
799	0.3165554131	0.8762654668
800	0.3163839697	0.8751406074
801	0.316333965	0.8751406074
802	0.316325707	0.8751406074
803	0.3163213653	0.8751406074
804	0.3162264554	0.8751406074
805	0.3162123971	0.8751406074
806	0.3161809124	0.8751406074
807	0.3161223361	0.8751406074
808	0.31610563	0.8751406074
809	0.3160997316	0.8751406074
810	0.3160821157	0.8751406074
811	0.3160310086	0.8751406074
812	0.3160248399	0.8751406074
813	0.3160181043	0.8751406074
814	0.3159429048	0.8751406074
815	0.3158678937	0.8751406074
816	0.3158491176	0.8751406074
817	0.3157866789	0.8751406074
818	0.3156243919	0.8762654668
819	0.315593492	0.8762654668
820	0.3155436373	0.8762654668
821	0.3155079192	0.8762654668
822	0.3155006148	0.8762654668
823	0.3154934834	0.8762654668
824	0.3154637602	0.8762654668
825	0.3154258788	0.8762654668
826	0.3153903196	0.8762654668
827	0.3153853228	0.8762654668
828	0.3153403339	0.8762654668
829	0.3153039767	0.8762654668
830	0.3151840305	0.8773903262
831	0.3151464811	0.8773903262
832	0.3150529835	0.8773903262
833	0.3149483231	0.8773903262
834	0.3149382359	0.8773903262
835	0.3148585682	0.8785151856
836	0.3148507335	0.8773903262
837	0.3147975216	0.8785151856
838	0.3147165171	0.8785151856
839	0.3146711846	0.8762654668
840	0.3145651506	0.8762654668
841	0.3144569308	0.8785151856
842	0.3144467381	0.8785151856
843	0.3144271067	0.8785151856
844	0.3144104534	0.8785151856
845	0.3142279556	0.8785151856
846	0.314220837	0.8785151856
847	0.3140738618	0.8785151856
848	0.3140396256	0.8785151856
849	0.3140307401	0.8785151856
850	0.3140107314	0.8785151856
851	0.3139948971	0.8785151856
852	0.3139870315	0.8785151856
853	0.3139122113	0.8785151856
854	0.3138988612	0.8785151856
855	0.3138393997	0.8785151856
856	0.3138220623	0.8785151856
857	0.3138022357	0.8785151856
858	0.3135919582	0.8785151856
859	0.3135664815	0.8785151856
860	0.3135504021	0.8785151856
861	0.3135439726	0.8785151856
862	0.3133740563	0.8785151856
863	0.3133679421	0.8785151856
864	0.313360073	0.8785151856
865	0.3133508214	0.879640045
866	0.3133278925	0.879640045
867	0.313319323	0.879640045
868	0.3131692188	0.879640045
869	0.3131209596	0.879640045
870	0.3129346858	0.879640045
871	0.3128680315	0.879640045
872	0.3128586283	0.879640045
873	0.3128418979	0.879640045
874	0.3126496868	0.879640045
875	0.312600452	0.879640045
876	0.3125077813	0.879640045
877	0.3124579565	0.879640045
878	0.3124418352	0.879640045
879	0.3124364706	0.879640045
880	0.3124225282	0.879640045
881	0.3123058419	0.879640045
882	0.3122439557	0.879640045
883	0.3120090889	0.879640045
884	0.3119316544	0.879640045
885	0.3118205029	0.879640045
